URL,Description,Offense,Punishment,Cognizable,Bailable,Court,Section_Number,Cleaned_Description,Processed_Description,Processed_Offense,FIR_Complaint
https://lawrato.com/indian-kanoon/ipc/section-265,"Description of IPC Section 265
According to section 265 of Indian penal code, Whoever, fraudulently uses any false weight or false measure of length or capacity, or fraudulently uses any weight or any measure of length or capacity as a different weight or measure from what it is, shall be punished with imprisonment of either description for a term which may extend to one year, or with fine, or with both.


IPC 265 in Simple Words
According to section 265 of the Indian Penal Code, anyone who fraudulently uses a false weight or measure, or uses a weight or measure in a way different from its actual value, can be punished with imprisonment up to one year or with a fine or both.",Fraudulent use of false weight or measure,1 Year or Fine or Both,Non-Cognizable,Bailable,Any Magistrate,Section 265,"Description of IPC Section 265 According to section 265 of Indian penal code, Whoever, fraudulently uses any false weight or false measure of length or capacity, or fraudulently uses any weight or any measure of length or capacity as a different weight or measure from what it is, shall be punished with imprisonment of either description for a term which may extend to one year, or with fine, or with both. IPC 265 in Simple Words According to section 265 of the Indian Penal Code, anyone who fraudulently uses a false weight or measure, or uses a weight or measure in a way different from its actual value, can be punished with imprisonment up to one year or with a fine or both.",description ipc section 265 according section 265 indian penal code whoever fraudulently us false weight false measure length capacity fraudulently us weight measure length capacity different weight measure shall punished with imprisonment either description term may extend one year with fine with ipc 265 simple word according section 265 indian penal code anyone fraudulently us false weight measure us weight measure way different actual value punished with imprisonment one year with fine,fraudulent use false weight measure,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding fraudulent use of false weight or measure. Respected Sir/Madam, I, Rohit Reddy, wish to lodge a formal complaint regarding fraudulent use of false weight or measure that occurred on 13-02-2025, at approximately 4:45 PM, at the stadium in Dadar. a group of unknown individuals  deceived me by creating fake documents, causing a loss of Rs. 33,45,958. I have eyewitness testimony, recovered stolen items and call records as evidence. I seek justice and request that the accused be brought to book under relevant sections of law."
https://lawrato.com/indian-kanoon/ipc/section-266,"Description of IPC Section 266
According to section 266 of Indian penal code, Whoever is in possession of any instrument for weighing, or of any weight, or of any measure of length or capacity, which he knows to be false, intending that the same may be fraudulently used, shall be punished with imprisonment of either description for a term which may extend to one year, or with fine, or with both.


IPC 266 in Simple Words
According to section 266 of the Indian Penal Code, if someone possesses a false weighing instrument, weight, or measure with the intention of using it fraudulently, they can be punished with imprisonment up to one year or with a fine or both.",Being in possession of false weights or measures for fraudulent use,1 Year or Fine or Both,Non-Cognizable,Bailable,Any Magistrate,Section 266,"Description of IPC Section 266 According to section 266 of Indian penal code, Whoever is in possession of any instrument for weighing, or of any weight, or of any measure of length or capacity, which he knows to be false, intending that the same may be fraudulently used, shall be punished with imprisonment of either description for a term which may extend to one year, or with fine, or with both. IPC 266 in Simple Words According to section 266 of the Indian Penal Code, if someone possesses a false weighing instrument, weight, or measure with the intention of using it fraudulently, they can be punished with imprisonment up to one year or with a fine or both.",description ipc section 266 according section 266 indian penal code whoever possession instrument weighing weight measure length capacity know false intending may fraudulently used shall punished with imprisonment either description term may extend one year with fine with ipc 266 simple word according section 266 indian penal code someone possesses false weighing instrument weight measure with intention using fraudulently punished with imprisonment one year with fine,possession false weight measure fraudulent use,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding being in possession of false weights or measures for fraudulent use. Respected Sir/Madam, I, Meera Malhotra, wish to lodge a formal complaint regarding being in possession of false weights or measures for fraudulent use that occurred on 21-09-2024, in the morning, at my home. my neighbor Vikram Pillai, aged around 30-35 years  cheated me through identity theft, causing a loss of Rs. 25,61,746. I have forensic evidence as evidence. I request that appropriate legal action be taken against the accused."
https://lawrato.com/indian-kanoon/ipc/section-267,"Description of IPC Section 267
According to section 267 of Indian penal code, Whoever makes, sells or disposes of any instrument for weighing, or any weight, or any measure of length or capacity which he knows to be false, in order that the same may be used as true, or knowing that the same is likely to be used as true, shall be punished with imprisonment of either description for a term which may extend to one year, or with fine, or with both.


IPC 267 in Simple Words
According to section 267 of the Indian Penal Code, anyone who knowingly makes, sells, or uses false weighing instruments, weights, or measures that are intended to be used as genuine or likely to be used as such, can be punished with imprisonment up to one year or with a fine or both.",Making or selling false weights or measures for fraudulent use,1 Year or Fine or Both,Cognizable,Non-Bailable,Any Magistrate,Section 267,"Description of IPC Section 267 According to section 267 of Indian penal code, Whoever makes, sells or disposes of any instrument for weighing, or any weight, or any measure of length or capacity which he knows to be false, in order that the same may be used as true, or knowing that the same is likely to be used as true, shall be punished with imprisonment of either description for a term which may extend to one year, or with fine, or with both. IPC 267 in Simple Words According to section 267 of the Indian Penal Code, anyone who knowingly makes, sells, or uses false weighing instruments, weights, or measures that are intended to be used as genuine or likely to be used as such, can be punished with imprisonment up to one year or with a fine or both.",description ipc section 267 according section 267 indian penal code whoever make sell disposes instrument weighing weight measure length capacity know false order may used true knowing likely used true shall punished with imprisonment either description term may extend one year with fine with ipc 267 simple word according section 267 indian penal code anyone knowingly make sell us false weighing instrument weight measure intended used genuine likely used punished with imprisonment one year with fine,making selling false weight measure fraudulent use,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding making or selling false weights or measures for fraudulent use. Respected Sir/Madam, I, Sara Verma, wish to lodge a formal complaint regarding making or selling false weights or measures for fraudulent use that occurred on 26-08-2023, just before 3:00 AM, at the business establishment in T. Nagar. a masked person, carrying a sharp object  misled me by creating fake documents, causing a loss of Rs. 38,29,497. I have call records, transaction records and photographs as evidence. I seek justice and request that the accused be brought to book under relevant sections of law."
https://lawrato.com/indian-kanoon/ipc/section-268,"Description of IPC Section 268
According to section 268 of Indian penal code, A person is guilty of a public nuisance who does any act or is guilty of an illegal omission which causes any common injury, danger or annoyance to the public or to the people in general who dwell or occupy property in the vicinity, or which must necessarily cause injury, obstruction, danger or annoyance to persons who may have occasion to use any public right.
A common nuisance is not excused on the ground that it causes some convenience or advantage.


IPC 268 in Simple Words
According to section 268 of the Indian Penal Code, a person is guilty of a public nuisance if they do anything that causes harm, danger, or annoyance to the public or people living nearby, and such a nuisance cannot be excused even if it brings some convenience or advantage.",,,,,,Section 268,"Description of IPC Section 268 According to section 268 of Indian penal code, A person is guilty of a public nuisance who does any act or is guilty of an illegal omission which causes any common injury, danger or annoyance to the public or to the people in general who dwell or occupy property in the vicinity, or which must necessarily cause injury, obstruction, danger or annoyance to persons who may have occasion to use any public right. A common nuisance is not excused on the ground that it causes some convenience or advantage. IPC 268 in Simple Words According to section 268 of the Indian Penal Code, a person is guilty of a public nuisance if they do anything that causes harm, danger, or annoyance to the public or people living nearby, and such a nuisance cannot be excused even if it brings some convenience or advantage.",description ipc section 268 according section 268 indian penal code person guilty public nuisance act guilty illegal omission cause common injury danger annoyance public people general dwell occupy property vicinity must necessarily cause injury obstruction danger annoyance person may occasion use public right common nuisance not excused ground cause convenience advantage ipc 268 simple word according section 268 indian penal code person guilty public nuisance anything cause harm danger annoyance public people living nearby nuisance not excused even brings convenience advantage,,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding the incident. Respected Sir/Madam, I, Ayush Chopra, wish to lodge a formal complaint regarding an incident that occurred on 30-08-2023, at approximately 1:15 AM, at the community center in Mumbai. an unidentified gang, with a tattoo on the arm  committed the offense. I have documentary proof as evidence. I request a thorough investigation into this matter and appropriate legal proceedings."
https://lawrato.com/indian-kanoon/ipc/section-269,"Description of IPC Section 269
According to section 269 of Indian penal code, Whoever unlawfully or negligently does any act which is, and which he knows or has reason to believe to be, likely to spread the infection of any disease dangerous to life, shall be punished with imprisonment of either description for a term which may extend to six months, or with fine, or with both.


IPC 269 in Simple Words
According to section 269 of the Indian Penal Code, if anyone unlawfully or negligently does an act that can spread a dangerous disease, they can be punished with imprisonment for up to six months, or with a fine, or both.",Negligently doing any act known to be likely to spread infection of any disease dangerous to life,6 Months or Fine or Both,Cognizable,Bailable,Any Magistrate,Section 269,"Description of IPC Section 269 According to section 269 of Indian penal code, Whoever unlawfully or negligently does any act which is, and which he knows or has reason to believe to be, likely to spread the infection of any disease dangerous to life, shall be punished with imprisonment of either description for a term which may extend to six months, or with fine, or with both. IPC 269 in Simple Words According to section 269 of the Indian Penal Code, if anyone unlawfully or negligently does an act that can spread a dangerous disease, they can be punished with imprisonment for up to six months, or with a fine, or both.",description ipc section 269 according section 269 indian penal code whoever unlawfully negligently act know reason believe likely spread infection disease dangerous life shall punished with imprisonment either description term may extend six month with fine with ipc 269 simple word according section 269 indian penal code anyone unlawfully negligently act spread dangerous disease punished with imprisonment six month with fine,negligently act known likely spread infection disease dangerous life,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding negligently doing any act known to be likely to spread infection of any disease dangerous to life. Respected Sir/Madam, I, Arjun Patil, wish to lodge a formal complaint regarding negligently doing any act known to be likely to spread infection of any disease dangerous to life that occurred on 06-07-2024, between 4:45 and 6:45 PM, at the coaching center. my business associate Vihaan Reddy, of approximately short height and slim build  perpetrated negligently doing any act known to be likely to spread infection of any disease dangerous to life. I have digital communications, video recordings and physical evidence as evidence. I request that appropriate legal action be taken against the accused."
https://lawrato.com/indian-kanoon/ipc/section-270,"Description of IPC Section 270
According to section 270 of Indian penal code, Whoever malignantly does any act which is, and which he knows or has reason to believe to be, likely to spread the infection of any disease dangerous to life, shall be punished with imprisonment of either description for a term which may extend to two years, or with fine, or with both.


IPC 270 in Simple Words
According to section 270 of the Indian Penal Code, if anyone knowingly does an act that can spread a dangerous disease, they can be punished with imprisonment for up to two years, or with a fine, or both.",Malignantly doing any act known to be likely to spread infection of any disease dangerous to life,2 Years or Fine or Both,Cognizable,Bailable,Any Magistrate,Section 270,"Description of IPC Section 270 According to section 270 of Indian penal code, Whoever malignantly does any act which is, and which he knows or has reason to believe to be, likely to spread the infection of any disease dangerous to life, shall be punished with imprisonment of either description for a term which may extend to two years, or with fine, or with both. IPC 270 in Simple Words According to section 270 of the Indian Penal Code, if anyone knowingly does an act that can spread a dangerous disease, they can be punished with imprisonment for up to two years, or with a fine, or both.",description ipc section 270 according section 270 indian penal code whoever malignantly act know reason believe likely spread infection disease dangerous life shall punished with imprisonment either description term may extend two year with fine with ipc 270 simple word according section 270 indian penal code anyone knowingly act spread dangerous disease punished with imprisonment two year with fine,malignantly act known likely spread infection disease dangerous life,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding malignantly doing any act known to be likely to spread infection of any disease dangerous to life. Respected Sir/Madam, I, Aarav Sharma, wish to lodge a formal complaint regarding malignantly doing any act known to be likely to spread infection of any disease dangerous to life that occurred on 14-11-2023, in the evening, at the restaurant. my acquaintance Vikram Patel  perpetrated malignantly doing any act known to be likely to spread infection of any disease dangerous to life. I have expert testimony as evidence. I request a thorough investigation into this matter and appropriate legal proceedings."
https://lawrato.com/indian-kanoon/ipc/section-271,"Description of IPC Section 271
According to section 271 of Indian penal code, Whoever knowingly disobeys any rule made and promulgated by the Government for putting any vessel into a state of quarantine, or for regulating the intercourse of vessels in a state of quarantine with the shore or with other vessels, for regulating the intercourse between places where an infectious disease prevails and other places, shall be punished with imprisonment of either description for a term which may extend to six months, or with fine, or with both.


IPC 271 in Simple Words
According to section 271 of the Indian Penal Code, if anyone knowingly disobeys any government rule related to quarantining vessels or regulating the interaction between places with infectious diseases, they can be punished with imprisonment for up to six months, or with a fine, or both.",Knowingly disobeying any quarantine rule,6 Months or Fine or Both,Non-Cognizable,Bailable,Any Magistrate,Section 271,"Description of IPC Section 271 According to section 271 of Indian penal code, Whoever knowingly disobeys any rule made and promulgated by the Government for putting any vessel into a state of quarantine, or for regulating the intercourse of vessels in a state of quarantine with the shore or with other vessels, for regulating the intercourse between places where an infectious disease prevails and other places, shall be punished with imprisonment of either description for a term which may extend to six months, or with fine, or with both. IPC 271 in Simple Words According to section 271 of the Indian Penal Code, if anyone knowingly disobeys any government rule related to quarantining vessels or regulating the interaction between places with infectious diseases, they can be punished with imprisonment for up to six months, or with a fine, or both.",description ipc section 271 according section 271 indian penal code whoever knowingly disobeys rule made promulgated government putting vessel state quarantine regulating intercourse vessel state quarantine with shore with vessel regulating intercourse place infectious disease prevails place shall punished with imprisonment either description term may extend six month with fine with ipc 271 simple word according section 271 indian penal code anyone knowingly disobeys government rule related quarantining vessel regulating interaction place with infectious disease punished with imprisonment six month with fine,knowingly disobeying quarantine rule,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding knowingly disobeying any quarantine rule. Respected Sir/Madam, I, Aarav Verma, wish to lodge a formal complaint regarding knowingly disobeying any quarantine rule that occurred on 26-03-2025, between 6:30 and 7:30 PM, at the bus. an unidentified woman  carried out knowingly disobeying any quarantine rule. I have digital communications, CCTV footage and video recordings as evidence. I request a thorough investigation into this matter and appropriate legal proceedings."
https://lawrato.com/indian-kanoon/ipc/section-272,"Description of IPC Section 272
According to section 272 of Indian penal code, Whoever adulterates any article of food or drink, so as to make such article noxious as food or drink, intending to sell such article as food or drink, or knowing it to be likely that the same will be sold as food or drink, shall be punished with imprisonment of either description for a term which may extend to six months, or with fine which may extend to one thousand rupees, or with both.


IPC 272 in Simple Words
According to section 272 of the Indian Penal Code, if anyone intentionally adulterates any food or drink item to make it harmful and intends to sell it or knows it will be sold, they can be punished with imprisonment for up to six months, or a fine of up to one thousand rupees, or both.","Adulterating food or drink intended for sale, so as to make the same noxious",6 Months or Fine or Both,Non-Cognizable,Bailable,Any Magistrate,Section 272,"Description of IPC Section 272 According to section 272 of Indian penal code, Whoever adulterates any article of food or drink, so as to make such article noxious as food or drink, intending to sell such article as food or drink, or knowing it to be likely that the same will be sold as food or drink, shall be punished with imprisonment of either description for a term which may extend to six months, or with fine which may extend to one thousand rupees, or with both. IPC 272 in Simple Words According to section 272 of the Indian Penal Code, if anyone intentionally adulterates any food or drink item to make it harmful and intends to sell it or knows it will be sold, they can be punished with imprisonment for up to six months, or a fine of up to one thousand rupees, or both.",description ipc section 272 according section 272 indian penal code whoever adulterates article food drink make article noxious food drink intending sell article food drink knowing likely sold food drink shall punished with imprisonment either description term may extend six month with fine may extend one thousand rupee with ipc 272 simple word according section 272 indian penal code anyone intentionally adulterates food drink item make harmful intends sell know sold punished with imprisonment six month fine one thousand rupee,adulterating food drink intended sale make noxious,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding adulterating food or drink intended for sale, so as to make the same noxious. Respected Sir/Madam, I, Anika Dutta, wish to lodge a formal complaint regarding adulterating food or drink intended for sale, so as to make the same noxious that occurred on 19-06-2023, early evening, at the library. my tenant Kiran Bose, speaking in Hindi  carried out adulterating food or drink intended for sale, so as to make the same noxious. I have video recordings, medical reports and CCTV footage as evidence. I urge the authorities to register an FIR and take necessary action."
https://lawrato.com/indian-kanoon/ipc/section-273,"Description of IPC Section 273
According to section 273 of Indian penal code, Whoever sells, or offers or exposes for sale, as food or drink, any article which has been rendered or has become noxious, or is in a state unfit for food or drink, knowing or having reason to believe that the same is noxious as food or drink, shall be punished with imprisonment of either description for a term which may extend to six months, or with fine which may extend to one thousand rupees, or with both.


IPC 273 in Simple Words
According to section 273 of the Indian Penal Code, if anyone knowingly sells or offers for sale any article as food or drink that is harmful or unfit for consumption, they can be punished with imprisonment for up to six months, or a fine of up to one thousand rupees, or both.","Selling any food or drink as food and drink, knowing the same to be noxious",6 Months or Fine or Both,Non-Cognizable,Bailable,Any Magistrate,Section 273,"Description of IPC Section 273 According to section 273 of Indian penal code, Whoever sells, or offers or exposes for sale, as food or drink, any article which has been rendered or has become noxious, or is in a state unfit for food or drink, knowing or having reason to believe that the same is noxious as food or drink, shall be punished with imprisonment of either description for a term which may extend to six months, or with fine which may extend to one thousand rupees, or with both. IPC 273 in Simple Words According to section 273 of the Indian Penal Code, if anyone knowingly sells or offers for sale any article as food or drink that is harmful or unfit for consumption, they can be punished with imprisonment for up to six months, or a fine of up to one thousand rupees, or both.",description ipc section 273 according section 273 indian penal code whoever sell offer expose sale food drink article rendered become noxious state unfit food drink knowing reason believe noxious food drink shall punished with imprisonment either description term may extend six month with fine may extend one thousand rupee with ipc 273 simple word according section 273 indian penal code anyone knowingly sell offer sale article food drink harmful unfit consumption punished with imprisonment six month fine one thousand rupee,selling food drink food drink knowing noxious,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding selling any food or drink as food and drink, knowing the same to be noxious. Respected Sir/Madam, I, Arjun Yadav, wish to lodge a formal complaint regarding selling any food or drink as food and drink, knowing the same to be noxious that occurred on 14-09-2024, early morning, at the factory in Ahmedabad. an unidentified individual, speaking in local dialect  carried out selling any food or drink as food and drink, knowing the same to be noxious. I have forensic evidence, photographs and call records as evidence. I request that appropriate legal action be taken against the accused."
https://lawrato.com/indian-kanoon/ipc/section-274,"Description of IPC Section 274
According to section 274 of Indian penal code, Whoever adulterates any drug or medical preparation in such a manner as to lessen the efficacy or change the operation of such drug or medical preparation, or to make it noxious, intending that it shall be sold or used for, or knowing it to be likely that it will be sold or used for, any medicinal purpose, as it had not undergone such adulteration, shall be punished with imprisonment of either description for a term which may extend to six months, or with fine which may extend to one thousand rupees, or with both.


IPC 274 in Simple Words
According to section 274 of the Indian Penal Code, if anyone intentionally adulterates a drug or medical preparation to reduce its effectiveness or make it harmful, with the intention of selling it for medicinal purposes, they can be punished with imprisonment for up to six months, or a fine of up to one thousand rupees, or both.","Adulterating any drug or medical preparation intended for sale so as to lessen its efficacy, or to change its operation, or to make it noxious",6 Months or Fine or Both,Non-Cognizable,Non-Bailable,Any Magistrate,Section 274,"Description of IPC Section 274 According to section 274 of Indian penal code, Whoever adulterates any drug or medical preparation in such a manner as to lessen the efficacy or change the operation of such drug or medical preparation, or to make it noxious, intending that it shall be sold or used for, or knowing it to be likely that it will be sold or used for, any medicinal purpose, as it had not undergone such adulteration, shall be punished with imprisonment of either description for a term which may extend to six months, or with fine which may extend to one thousand rupees, or with both. IPC 274 in Simple Words According to section 274 of the Indian Penal Code, if anyone intentionally adulterates a drug or medical preparation to reduce its effectiveness or make it harmful, with the intention of selling it for medicinal purposes, they can be punished with imprisonment for up to six months, or a fine of up to one thousand rupees, or both.",description ipc section 274 according section 274 indian penal code whoever adulterates drug medical preparation manner lessen efficacy change operation drug medical preparation make noxious intending shall sold used knowing likely sold used medicinal purpose not undergone adulteration shall punished with imprisonment either description term may extend six month with fine may extend one thousand rupee with ipc 274 simple word according section 274 indian penal code anyone intentionally adulterates drug medical preparation reduce effectiveness make harmful with intention selling medicinal purpose punished with imprisonment six month fine one thousand rupee,adulterating drug medical preparation intended sale lessen efficacy change operation make noxious,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding adulterating any drug or medical preparation intended for sale so as to lessen its efficacy, or to change its operation, or to make it noxious. Respected Sir/Madam, I, Vikram Sen, wish to lodge a formal complaint regarding adulterating any drug or medical preparation intended for sale so as to lessen its efficacy, or to change its operation, or to make it noxious that occurred on 16-07-2024, around 6:30 AM, at the cinema hall in Koramangala. my landlord Pari Verma, carrying a chain  perpetrated adulterating any drug or medical preparation intended for sale so as to lessen its efficacy, or to change its operation, or to make it noxious. I have expert testimony, audio recordings and digital communications as evidence. I request a thorough investigation into this matter and appropriate legal proceedings."
https://lawrato.com/indian-kanoon/ipc/section-275,"Description of IPC Section 275
According to section 275 of Indian penal code, Whoever, knowing any drug or medical preparation to have been adulterated in such a manner as to lessen its efficacy, to change its operation, or to render it noxious, sells the same, or offers or exposes it for sale, or issues it from any dispensary for medicinal purposes as unadulterated, or causes it to be used for medicinal purposes by any person not knowing of the adulteration, shall be punished with imprisonment of either description for a term which may extend to six months, or with fine which may extend to one thousand rupees, or with both.


IPC 275 in Simple Words
According to section 275 of the Indian Penal Code, if anyone knowingly sells or offers adulterated drugs or medical preparations as unadulterated, they can be punished with imprisonment for up to six months, or a fine of up to one thousand rupees, or both.",Offering for sale or issuing from a dispensary any drug or medical preparation known to have been adulterated,6 Months or Fine or Both,Non-Cognizable,Bailable,Any Magistrate,Section 275,"Description of IPC Section 275 According to section 275 of Indian penal code, Whoever, knowing any drug or medical preparation to have been adulterated in such a manner as to lessen its efficacy, to change its operation, or to render it noxious, sells the same, or offers or exposes it for sale, or issues it from any dispensary for medicinal purposes as unadulterated, or causes it to be used for medicinal purposes by any person not knowing of the adulteration, shall be punished with imprisonment of either description for a term which may extend to six months, or with fine which may extend to one thousand rupees, or with both. IPC 275 in Simple Words According to section 275 of the Indian Penal Code, if anyone knowingly sells or offers adulterated drugs or medical preparations as unadulterated, they can be punished with imprisonment for up to six months, or a fine of up to one thousand rupees, or both.",description ipc section 275 according section 275 indian penal code whoever knowing drug medical preparation adulterated manner lessen efficacy change operation render noxious sell offer expose sale issue dispensary medicinal purpose unadulterated cause used medicinal purpose person not knowing adulteration shall punished with imprisonment either description term may extend six month with fine may extend one thousand rupee with ipc 275 simple word according section 275 indian penal code anyone knowingly sell offer adulterated drug medical preparation unadulterated punished with imprisonment six month fine one thousand rupee,offering sale issuing dispensary drug medical preparation known adulterated,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding offering for sale or issuing from a dispensary any drug or medical preparation known to have been adulterated. Respected Sir/Madam, I, Raj Mishra, wish to lodge a formal complaint regarding offering for sale or issuing from a dispensary any drug or medical preparation known to have been adulterated that occurred on 04-03-2024, just before 9:45 PM, at the warehouse in Thane. my former sister Meera Roy, carrying a gun  committed offering for sale or issuing from a dispensary any drug or medical preparation known to have been adulterated. I have medical reports as evidence. I seek justice and request that the accused be brought to book under relevant sections of law."
https://lawrato.com/indian-kanoon/ipc/section-276,"Description of IPC Section 276
According to section 276 of Indian penal code, Whoever knowingly sells, or offers or exposes for sale, or issues from a dispensary for medicinal purposes, any drug or medical preparation, as a different drug or medical preparation, shall be punished with imprisonment of either description for a term which may extend to six months, or with fine which may extend to one thousand rupees, or with both.


IPC 276 in Simple Words
According to section 276 of the Indian Penal Code, if anyone knowingly sells or offers a drug or medical preparation as a different one, they can be punished with imprisonment for up to six months, or a fine of up to one thousand rupees, or both.",Knowingly selling or issuing from a dispensary any drug or medical preparation as a different drug or medical preparation,6 Months or Fine or Both,Non-Cognizable,Bailable,Any Magistrate,Section 276,"Description of IPC Section 276 According to section 276 of Indian penal code, Whoever knowingly sells, or offers or exposes for sale, or issues from a dispensary for medicinal purposes, any drug or medical preparation, as a different drug or medical preparation, shall be punished with imprisonment of either description for a term which may extend to six months, or with fine which may extend to one thousand rupees, or with both. IPC 276 in Simple Words According to section 276 of the Indian Penal Code, if anyone knowingly sells or offers a drug or medical preparation as a different one, they can be punished with imprisonment for up to six months, or a fine of up to one thousand rupees, or both.",description ipc section 276 according section 276 indian penal code whoever knowingly sell offer expose sale issue dispensary medicinal purpose drug medical preparation different drug medical preparation shall punished with imprisonment either description term may extend six month with fine may extend one thousand rupee with ipc 276 simple word according section 276 indian penal code anyone knowingly sell offer drug medical preparation different one punished with imprisonment six month fine one thousand rupee,knowingly selling issuing dispensary drug medical preparation different drug medical preparation,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding knowingly selling or issuing from a dispensary any drug or medical preparation as a different drug or medical preparation. Respected Sir/Madam, I, Kiran Reddy, wish to lodge a formal complaint regarding knowingly selling or issuing from a dispensary any drug or medical preparation as a different drug or medical preparation that occurred on 30-10-2024, around 8:15 PM, at the private vehicle in Vadodara. my classmate named Sneha Khanna, of approximately medium height and slim build  committed knowingly selling or issuing from a dispensary any drug or medical preparation as a different drug or medical preparation. I have eyewitness testimony as evidence. I request that appropriate legal action be taken against the accused."
https://lawrato.com/indian-kanoon/ipc/section-277,"Description of IPC Section 277
According to section 277 of Indian penal code, Whoever voluntarily corrupts or fouls the water of any public spring or reservoir, so as to render it less fit for the purpose for which it is ordinarily used, shall be punished with imprisonment of either description for a term which may extend to three months, or with fine which may extend to five hundred rupees, or with both.


IPC 277 in Simple Words
According to section 277 of the Indian Penal Code, if anyone intentionally pollutes or makes impure the water of a public spring or reservoir, making it less suitable for its usual purpose, they can be punished with imprisonment for up to three months or a fine of up to five hundred rupees, or both.",Defiling the water of a public spring or reservoir,3 Months or Fine or Both,Cognizable,Bailable,Any Magistrate,Section 277,"Description of IPC Section 277 According to section 277 of Indian penal code, Whoever voluntarily corrupts or fouls the water of any public spring or reservoir, so as to render it less fit for the purpose for which it is ordinarily used, shall be punished with imprisonment of either description for a term which may extend to three months, or with fine which may extend to five hundred rupees, or with both. IPC 277 in Simple Words According to section 277 of the Indian Penal Code, if anyone intentionally pollutes or makes impure the water of a public spring or reservoir, making it less suitable for its usual purpose, they can be punished with imprisonment for up to three months or a fine of up to five hundred rupees, or both.",description ipc section 277 according section 277 indian penal code whoever voluntarily corrupts foul water public spring reservoir render less fit purpose ordinarily used shall punished with imprisonment either description term may extend three month with fine may extend five hundred rupee with ipc 277 simple word according section 277 indian penal code anyone intentionally pollutes make impure water public spring reservoir making less suitable usual purpose punished with imprisonment three month fine five hundred rupee,defiling water public spring reservoir,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding defiling the water of a public spring or reservoir. Respected Sir/Madam, I, Sneha Mishra, wish to lodge a formal complaint regarding defiling the water of a public spring or reservoir that occurred on 13-03-2025, between 10:30 and 12:30 AM, at my office. my colleague Krishna Khanna, driving a blue car  perpetrated defiling the water of a public spring or reservoir. I have audio recordings as evidence. I request that appropriate legal action be taken against the accused."
https://lawrato.com/indian-kanoon/ipc/section-278,"Description of IPC Section 278
According to section 278 of Indian penal code, Whoever voluntarily vitiates the atmosphere in any place so as to make it noxious to the health of persons in general dwelling or carrying on business in the neighborhood or passing along a public way, shall be punished with fine which may extend to five hundred rupees.


IPC 278 in Simple Words
According to section 278 of the Indian Penal Code, if anyone intentionally pollutes the air in a way that is harmful to the health of people living or working nearby, or those passing through a public area, they can be fined up to five hundred rupees.",Making atmosphere noxious to health,Fine,Non-Cognizable,Bailable,Any Magistrate,Section 278,"Description of IPC Section 278 According to section 278 of Indian penal code, Whoever voluntarily vitiates the atmosphere in any place so as to make it noxious to the health of persons in general dwelling or carrying on business in the neighborhood or passing along a public way, shall be punished with fine which may extend to five hundred rupees. IPC 278 in Simple Words According to section 278 of the Indian Penal Code, if anyone intentionally pollutes the air in a way that is harmful to the health of people living or working nearby, or those passing through a public area, they can be fined up to five hundred rupees.",description ipc section 278 according section 278 indian penal code whoever voluntarily vitiates atmosphere place make noxious health person general dwelling carrying business neighborhood passing along public way shall punished with fine may extend five hundred rupee ipc 278 simple word according section 278 indian penal code anyone intentionally pollutes air way harmful health people living working nearby passing public area fined five hundred rupee,making atmosphere noxious health,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding making atmosphere noxious to health. Respected Sir/Madam, I, Aditya Chauhan, wish to lodge a formal complaint regarding making atmosphere noxious to health that occurred on 16-08-2024, around 8:15 PM, at my residence in Lucknow. my cousin named Suman Kapoor, speaking in regional language  engaged in making atmosphere noxious to health. I have photographs as evidence. I request that appropriate legal action be taken against the accused."
